10	10000000000	1.31003e-10	13.1003	1.79769e+307
12	10000000000	1.24351e-10	14.9221	1.49808e+307
16	10000000000	1.2646e-10	20.2335	1.12356e+307
20	10000000000	1.32399e-10	26.4798	8.98847e+306
24	10000000000	1.49021e-10	35.7651	7.49039e+306
32	5000000000	1.24508e-10	19.9212	5.61779e+306
40	5000000000	1.46009e-10	29.2018	4.49423e+306
50	5000000000	1.33743e-10	33.4356	3.59539e+306
64	2500000000	1.33418e-10	21.347	2.8089e+306
80	2500000000	1.46262e-10	29.2524	2.24712e+306
100	2500000000	1.52036e-10	38.0089	1.79769e+306
128	1250000000	1.67114e-10	26.7383	1.40445e+306
160	1250000000	1.56987e-10	31.3973	1.12356e+306
202	625000000	1.47315e-10	18.5986	8.89947e+305
256	625000000	1.45976e-10	23.3561	7.02224e+305
322	625000000	1.35017e-10	27.1722	5.5829e+305
406	625000000	1.36196e-10	34.5598	4.42782e+305
512	312500000	1.29527e-10	20.7243	3.51112e+305
644	312500000	1.27748e-10	25.7093	2.79145e+305
812	312500000	1.26919e-10	32.2056	2.21391e+305
1024	156250000	1.27112e-10	20.3379	1.75556e+305
1290	156250000	1.26168e-10	25.4307	1.39356e+305
1624	156250000	1.25076e-10	31.738	1.10695e+305
2048	78125000	1.2933e-10	20.6928	8.7778e+304
2580	78125000	1.63265e-10	32.9081	6.9678e+304
3250	39062500	1.6516e-10	20.9675	5.53136e+304
4096	39062500	1.64795e-10	26.3671	4.3889e+304
5160	39062500	1.62939e-10	32.8423	3.4839e+304
6500	19531250	1.64464e-10	20.8792	2.76568e+304
8192	19531250	1.64127e-10	26.2603	2.19445e+304
10320	19531250	1.64165e-10	33.0895	1.74195e+304
13002	9765625	1.64175e-10	20.8458	1.38263e+304
16384	9765625	1.6413e-10	26.2608	1.09722e+304
20642	9765625	1.64854e-10	33.2317	8.70891e+303
26006	4882812	1.64854e-10	20.9336	6.91261e+303
32768	4882812	1.64991e-10	26.3986	5.48612e+303
41284	4882812	1.66505e-10	33.5643	4.35445e+303
52014	2441406	1.7739e-10	22.5263	3.45617e+303
65536	2441406	1.78663e-10	28.5861	2.74306e+303
82570	2441406	2.20792e-10	44.5088	2.17717e+303
104030	1220703	2.80108e-10	35.5709	1.72805e+303
131072	610351	3.35773e-10	26.8618	1.37153e+303
165140	610351	3.52699e-10	35.5498	1.08859e+303
208062	305175	3.49124e-10	22.1678	8.64018e+302
262144	305175	3.54897e-10	28.3917	6.85766e+302
330280	305175	3.558e-10	35.8622	5.44294e+302
416126	152587	3.6724e-10	23.3181	4.32007e+302
524288	152587	3.75647e-10	30.0516	3.42883e+302
660560	76293	3.83858e-10	19.345	2.72147e+302
832254	76293	4.30225e-10	27.3172	2.16003e+302
1048576	76293	5.47591e-10	43.8068	1.71441e+302
1321122	38146	6.77968e-10	34.1666	1.36073e+302
1664510	19073	7.94899e-10	25.2358	1.08001e+302
2097152	19073	8.12038e-10	32.4807	8.57207e+301
2642244	9536	8.65112e-10	21.7978	6.80366e+301
3329020	9536	9.23655e-10	29.3219	5.40007e+301
4194304	9536	9.65732e-10	38.6263	4.28603e+301
5284490	4768	9.93247e-10	25.0263	3.40183e+301
6658042	4768	1.01404e-09	32.1912	2.70003e+301
8388608	2384	1.02792e-09	20.5567	2.14302e+301
10568982	2384	1.03637e-09	26.1128	1.70091e+301
13316084	2384	1.03987e-09	33.0113	1.35002e+301
16777216	1192	1.04256e-09	20.8496	1.07151e+301
21137966	1192	1.04555e-09	26.3442	8.50457e+300
26632170	1192	1.0481e-09	33.2726	6.75008e+300
33554432	596	1.04801e-09	20.9585	5.35754e+300
42275934	596	1.04881e-09	26.4262	4.25228e+300
53264340	596	1.05121e-09	33.3713	3.37504e+300
67108864	298	1.04972e-09	20.9927	2.67877e+300
84551870	298	1.05269e-09	26.5242	2.12614e+300
106528680	298	1.05285e-09	33.4234	1.68752e+300
134217728	149	1.05597e-09	21.1178	1.33939e+300
169103740	149	1.0552e-09	26.5874	1.06307e+300
213057362	149	1.05579e-09	33.5165	8.4376e+299
